Alumni_ID,First_Name,Last_Name,SLU_Email,Personal_Email,Degree,Major,Graduation_Year,Visa_Phase,City,State,Country,Current_Employer_ID,Current_Role,Current_Technologies,Employment_Type,Salary_USD,Job_Portal_Source,LinkedIn_URL,Zip_Code
764,Lisa,Dillon,lisa.dillon446@slu.edu,lisa.dillon786@outlook.com,BS,Business Analytics,2021,Full-Time,Colorado Springs,CO,USA,147,Security Analyst,"Spark, AWS, C++",Intern,99532,Handshake,https://www.linkedin.com/in/lisadillon579,07333
765,James,Dominguez,james.dominguez189@slu.edu,james.dominguez225@yahoo.com,BS,Data Science,2016,Full-Time,Denver,CO,USA,397,Business Analyst,"Azure, Docker, SQL",Contract,55457,Handshake,https://www.linkedin.com/in/jamesdominguez393,85686
766,Vickie,Clark,vickie.clark956@slu.edu,vickie.clark168@outlook.com,MBA,Business Analytics,2017,Full-Time,Redmond,WA,USA,133,Business Analyst,React,Full-Time,65738,Referral,https://www.linkedin.com/in/vickieclark348,08842
767,Raymond,Rodriguez,raymond.rodriguez488@slu.edu,raymond.rodriguez123@gmail.com,BS,Finance,2018,Full-Time,Rochester,NY,USA,199,Product Manager,"React, R, Snowflake",Contract,136574,Handshake,https://www.linkedin.com/in/raymondrodriguez634,95161
768,Steven,Dodson,steven.dodson213@slu.edu,steven.dodson494@gmail.com,PhD,Computer Science,2021,Full-Time,Pittsburgh,PA,USA,568,QA Engineer,Power BI,Full-Time,95041,Referral,https://www.linkedin.com/in/stevendodson686,18615
769,Lisa,Cook,lisa.cook206@slu.edu,lisa.cook177@gmail.com,MBA,Finance,2025,CPT,San Francisco,CA,USA,488,Product Manager,AWS,Intern,102475,Campus Career Fair,https://www.linkedin.com/in/lisacook240,74221
770,Carly,Gonzalez,carly.gonzalez416@slu.edu,carly.gonzalez903@yahoo.com,PhD,Finance,2024,CPT,Denver,CO,USA,662,SDET,".NET, JavaScript",Full-Time,107147,Glassdoor,https://www.linkedin.com/in/carlygonzalez243,98619
771,Dennis,Willis,dennis.willis681@slu.edu,dennis.willis843@outlook.com,MS,Cybersecurity,2015,Full-Time,Dallas,TX,USA,936,Security Analyst,"SQL, GCP",Part-Time,97031,Indeed,https://www.linkedin.com/in/denniswillis347,00545
772,Robert,Esparza,robert.esparza977@slu.edu,robert.esparza329@yahoo.com,BS,Marketing,2023,OPT,Atlanta,GA,USA,157,Product Manager,Node.js,Full-Time,107502,Company Site,https://www.linkedin.com/in/robertesparza710,33829
773,Thomas,Stone,thomas.stone318@slu.edu,thomas.stone767@outlook.com,MBA,Cybersecurity,2023,OPT,Buffalo,NY,USA,245,Software Engineer,"Azure, Python, R",Full-Time,86513,LinkedIn,https://www.linkedin.com/in/thomasstone870,22809
774,James,Jackson,james.jackson751@slu.edu,james.jackson692@gmail.com,BS,Electrical Engineering,2021,Full-Time,Peoria,IL,USA,173,Data Engineer,Snowflake,Contract,79005,Glassdoor,https://www.linkedin.com/in/jamesjackson629,71109
775,Daniel,Jones,daniel.jones511@slu.edu,daniel.jones900@outlook.com,BA,Information Systems,2025,CPT,Cincinnati,OH,USA,354,SDET,Node.js,Contract,57996,LinkedIn,https://www.linkedin.com/in/danieljones238,21506
776,Alyssa,Quinn,alyssa.quinn806@slu.edu,alyssa.quinn709@gmail.com,MBA,Data Science,2020,Full-Time,Miami,FL,USA,105,Business Analyst,JavaScript,Intern,64107,LinkedIn,https://www.linkedin.com/in/alyssaquinn408,17503
777,Robert,Murphy,robert.murphy243@slu.edu,robert.murphy803@gmail.com,BA,Software Engineering,2016,Full-Time,Miami,FL,USA,340,Security Analyst,"Python, C++",Full-Time,85500,LinkedIn,https://www.linkedin.com/in/robertmurphy795,89974
778,Gary,Harrell,gary.harrell931@slu.edu,gary.harrell107@outlook.com,BA,Software Engineering,2017,Full-Time,Boston,MA,USA,634,DevOps Engineer,"JavaScript, SQL, Azure",Intern,103067,Referral,https://www.linkedin.com/in/garyharrell902,10590
779,Mark,Strickland,mark.strickland8@slu.edu,mark.strickland343@outlook.com,MS,Cybersecurity,2020,Full-Time,Durham,NC,USA,460,Security Analyst,AWS,Contract,86087,Referral,https://www.linkedin.com/in/markstrickland936,32242
780,Shannon,Parks,shannon.parks680@slu.edu,shannon.parks167@outlook.com,MS,Finance,2020,Full-Time,Naperville,IL,USA,90,Data Analyst,"SQL, GCP",Full-Time,114618,Indeed,https://www.linkedin.com/in/shannonparks659,70224
781,Jason,Taylor,jason.taylor301@slu.edu,jason.taylor45@outlook.com,BA,Marketing,2022,OPT,Seattle,WA,USA,99,QA Engineer,"C++, React, Docker",Contract,75117,Handshake,https://www.linkedin.com/in/jasontaylor858,47362
782,John,Garcia,john.garcia398@slu.edu,john.garcia880@yahoo.com,BA,Marketing,2017,Full-Time,Atlanta,GA,USA,849,Salesforce Developer,"C++, JavaScript, .NET",Full-Time,102387,Campus Career Fair,https://www.linkedin.com/in/johngarcia277,04253
783,Jessica,Wilson,jessica.wilson824@slu.edu,jessica.wilson565@outlook.com,MS,Computer Science,2020,Full-Time,Columbia,MO,USA,439,Security Analyst,"Power BI, Docker",Contract,106011,Campus Career Fair,https://www.linkedin.com/in/jessicawilson846,72074
784,Sharon,Rodriguez,sharon.rodriguez814@slu.edu,sharon.rodriguez760@yahoo.com,PhD,Electrical Engineering,2025,CPT,Dallas,TX,USA,687,ML Engineer,Hadoop,Intern,57053,Glassdoor,https://www.linkedin.com/in/sharonrodriguez655,51714
785,Maria,Washington,maria.washington67@slu.edu,maria.washington484@yahoo.com,BS,Marketing,2022,STEM-OPT,Charlotte,NC,USA,237,Data Analyst,Azure,Intern,68055,Campus Career Fair,https://www.linkedin.com/in/mariawashington413,61906
786,Ashley,Kelly,ashley.kelly147@slu.edu,ashley.kelly35@outlook.com,BS,Finance,2025,CPT,Detroit,MI,USA,956,Software Engineer,"R, Kubernetes, Tableau",Part-Time,103510,LinkedIn,https://www.linkedin.com/in/ashleykelly195,67816
787,Megan,Mccoy,megan.mccoy685@slu.edu,megan.mccoy279@outlook.com,MBA,Computer Science,2020,Full-Time,Boston,MA,USA,597,DevOps Engineer,"Python, Kubernetes",Full-Time,127326,Glassdoor,https://www.linkedin.com/in/meganmccoy188,66380
788,Scott,Moss,scott.moss229@slu.edu,scott.moss677@yahoo.com,MBA,Business Analytics,2018,Full-Time,Raleigh,NC,USA,702,Data Analyst,JavaScript,Full-Time,114301,Indeed,https://www.linkedin.com/in/scottmoss315,34106
789,David,Perry,david.perry474@slu.edu,david.perry320@yahoo.com,BA,Data Science,2024,OPT,Philadelphia,PA,USA,243,DevOps Engineer,Node.js,Full-Time,88028,Campus Career Fair,https://www.linkedin.com/in/davidperry746,94977
790,Jessica,Moore,jessica.moore471@slu.edu,jessica.moore621@yahoo.com,MS,Information Systems,2023,OPT,San Diego,CA,USA,514,Business Analyst,"SQL, Kubernetes, Tableau",Full-Time,125703,Company Site,https://www.linkedin.com/in/jessicamoore338,27369
791,Bradley,Chase,bradley.chase659@slu.edu,bradley.chase680@yahoo.com,BA,Cybersecurity,2021,Full-Time,Pittsburgh,PA,USA,610,Data Engineer,.NET,Full-Time,99691,Handshake,https://www.linkedin.com/in/bradleychase779,64103
792,Craig,Torres,craig.torres990@slu.edu,craig.torres190@yahoo.com,BA,Electrical Engineering,2025,CPT,Charlotte,NC,USA,343,ML Engineer,"Docker, Java",Full-Time,110884,Company Site,https://www.linkedin.com/in/craigtorres310,51913
793,Deborah,Holland,deborah.holland109@slu.edu,deborah.holland131@outlook.com,PhD,Computer Science,2022,OPT,Cincinnati,OH,USA,592,Software Engineer,Hadoop,Part-Time,54126,Glassdoor,https://www.linkedin.com/in/deborahholland587,67314
794,Nancy,Brown,nancy.brown966@slu.edu,nancy.brown176@gmail.com,BA,Software Engineering,2018,Full-Time,San Antonio,TX,USA,256,SDET,"Kubernetes, Docker, Spark",Intern,137520,Glassdoor,https://www.linkedin.com/in/nancybrown714,49881
795,Kimberly,Snow,kimberly.snow602@slu.edu,kimberly.snow76@gmail.com,PhD,Electrical Engineering,2018,Full-Time,Tucson,AZ,USA,835,DevOps Engineer,"GCP, R, SQL",Contract,69502,LinkedIn,https://www.linkedin.com/in/kimberlysnow904,67281
796,Brandon,Spence,brandon.spence365@slu.edu,brandon.spence135@gmail.com,MS,Information Systems,2018,Full-Time,Cincinnati,OH,USA,857,Product Manager,"JavaScript, Snowflake, Azure",Contract,69649,Indeed,https://www.linkedin.com/in/brandonspence172,50029
797,Matthew,Freeman,matthew.freeman580@slu.edu,matthew.freeman7@gmail.com,MS,Electrical Engineering,2017,Full-Time,Urbana,IL,USA,653,Business Analyst,"Java, C++",Part-Time,72328,Indeed,https://www.linkedin.com/in/matthewfreeman242,15588
798,Regina,Manning,regina.manning120@slu.edu,regina.manning668@outlook.com,BS,Electrical Engineering,2021,Full-Time,Dallas,TX,USA,852,SDET,JavaScript,Contract,101252,Glassdoor,https://www.linkedin.com/in/reginamanning742,47622
799,Nicole,Frye,nicole.frye30@slu.edu,nicole.frye736@outlook.com,MS,Electrical Engineering,2025,CPT,Columbia,MO,USA,178,SDET,"React, Power BI",Part-Time,112877,Company Site,https://www.linkedin.com/in/nicolefrye948,05314
800,Linda,Green,linda.green861@slu.edu,linda.green269@outlook.com,BS,Computer Science,2025,CPT,San Francisco,CA,USA,885,Software Engineer,Snowflake,Contract,79203,Campus Career Fair,https://www.linkedin.com/in/lindagreen419,47653
801,Virginia,Brennan,virginia.brennan168@slu.edu,virginia.brennan872@gmail.com,MBA,Cybersecurity,2022,OPT,Cincinnati,OH,USA,503,Salesforce Developer,"Power BI, Java",Intern,109590,Referral,https://www.linkedin.com/in/virginiabrennan101,34527
802,Molly,Knapp,molly.knapp607@slu.edu,molly.knapp769@outlook.com,BS,Software Engineering,2019,Full-Time,Tampa,FL,USA,868,Product Manager,"Snowflake, AWS, GCP",Contract,99100,LinkedIn,https://www.linkedin.com/in/mollyknapp316,51641
803,Claudia,Brown,claudia.brown740@slu.edu,claudia.brown924@gmail.com,MS,Business Analytics,2016,Full-Time,Grand Rapids,MI,USA,223,ML Engineer,"Java, Hadoop, Docker",Contract,121558,Referral,https://www.linkedin.com/in/claudiabrown159,27207
804,Brandon,Martin,brandon.martin691@slu.edu,brandon.martin174@yahoo.com,MBA,Data Science,2015,Full-Time,Durham,NC,USA,69,Security Analyst,"Spark, .NET",Intern,96169,LinkedIn,https://www.linkedin.com/in/brandonmartin255,61569
805,Christina,Hall,christina.hall702@slu.edu,christina.hall476@gmail.com,BA,Business Analytics,2023,OPT,Bellevue,WA,USA,205,DevOps Engineer,"Tableau, Hadoop, GCP",Contract,84633,Campus Career Fair,https://www.linkedin.com/in/christinahall529,71393
806,Mitchell,Bright,mitchell.bright387@slu.edu,mitchell.bright857@yahoo.com,BS,Marketing,2015,Full-Time,Peoria,IL,USA,549,SDET,".NET, Python, Tableau",Full-Time,120515,Glassdoor,https://www.linkedin.com/in/mitchellbright509,91936
807,Michael,Cummings,michael.cummings288@slu.edu,michael.cummings328@yahoo.com,BA,Cybersecurity,2015,Full-Time,Cleveland,OH,USA,827,Business Analyst,"Tableau, Python",Full-Time,69410,Indeed,https://www.linkedin.com/in/michaelcummings398,67413
808,Crystal,Roberts,crystal.roberts482@slu.edu,crystal.roberts1@gmail.com,MS,Cybersecurity,2017,Full-Time,Philadelphia,PA,USA,657,Business Analyst,"Python, Kubernetes, Power BI",Intern,122587,Company Site,https://www.linkedin.com/in/crystalroberts584,64253
809,Peter,Williams,peter.williams597@slu.edu,peter.williams786@yahoo.com,MS,Software Engineering,2025,CPT,Ann Arbor,MI,USA,17,Security Analyst,"Docker, .NET, Python",Full-Time,111348,Company Site,https://www.linkedin.com/in/peterwilliams562,16538
810,Sandra,Mitchell,sandra.mitchell85@slu.edu,sandra.mitchell976@gmail.com,MBA,Data Science,2023,STEM-OPT,Scottsdale,AZ,USA,319,Data Analyst,"Hadoop, Node.js, React",Part-Time,99245,Referral,https://www.linkedin.com/in/sandramitchell976,75259
811,Brittany,Waters,brittany.waters303@slu.edu,brittany.waters217@gmail.com,PhD,Finance,2025,CPT,Cambridge,MA,USA,774,Product Manager,React,Contract,98814,Campus Career Fair,https://www.linkedin.com/in/brittanywaters925,71500
812,Robyn,Wilson,robyn.wilson149@slu.edu,robyn.wilson985@gmail.com,BA,Biostatistics,2022,STEM-OPT,Alpharetta,GA,USA,284,Salesforce Developer,"Python, Snowflake",Full-Time,107088,Company Site,https://www.linkedin.com/in/robynwilson383,61235
813,Stephanie,Anderson,stephanie.anderson420@slu.edu,stephanie.anderson353@outlook.com,BS,Business Analytics,2025,CPT,Denver,CO,USA,435,ML Engineer,"Azure, SQL, Node.js",Contract,82509,Handshake,https://www.linkedin.com/in/stephanieanderson464,86952
814,Margaret,Archer,margaret.archer748@slu.edu,margaret.archer549@yahoo.com,MS,Cybersecurity,2015,Full-Time,Cleveland,OH,USA,953,Product Manager,GCP,Intern,88952,Campus Career Fair,https://www.linkedin.com/in/margaretarcher358,44084
815,Maria,Galvan,maria.galvan386@slu.edu,maria.galvan903@yahoo.com,MS,Computer Science,2021,Full-Time,Savannah,GA,USA,667,Business Analyst,C++,Full-Time,102500,Handshake,https://www.linkedin.com/in/mariagalvan188,06592
816,Stephanie,Martin,stephanie.martin839@slu.edu,stephanie.martin648@gmail.com,PhD,Finance,2025,CPT,Harrisburg,PA,USA,906,Salesforce Developer,.NET,Intern,87224,Handshake,https://www.linkedin.com/in/stephaniemartin653,94405
817,Andrea,Miller,andrea.miller93@slu.edu,andrea.miller400@gmail.com,MBA,Computer Science,2021,Full-Time,Bellevue,WA,USA,88,Business Analyst,Node.js,Part-Time,59918,LinkedIn,https://www.linkedin.com/in/andreamiller266,31612
818,Tonya,Wilson,tonya.wilson964@slu.edu,tonya.wilson982@outlook.com,BS,Software Engineering,2015,Full-Time,Charlotte,NC,USA,67,Software Engineer,C++,Full-Time,118056,LinkedIn,https://www.linkedin.com/in/tonyawilson830,54179
819,Rebecca,Sullivan,rebecca.sullivan250@slu.edu,rebecca.sullivan274@gmail.com,MBA,Information Systems,2018,Full-Time,Philadelphia,PA,USA,831,SDET,"Docker, Tableau, GCP",Intern,95852,Campus Career Fair,https://www.linkedin.com/in/rebeccasullivan939,45181
820,Shari,Barry,shari.barry862@slu.edu,shari.barry823@outlook.com,BS,Business Analytics,2018,Full-Time,Springfield,MO,USA,364,Data Analyst,"Azure, SQL, Kubernetes",Intern,67987,Glassdoor,https://www.linkedin.com/in/sharibarry289,78456
821,Craig,Knight,craig.knight467@slu.edu,craig.knight712@gmail.com,PhD,Electrical Engineering,2019,Full-Time,Naperville,IL,USA,237,Salesforce Developer,"Power BI, GCP, SQL",Intern,135923,Campus Career Fair,https://www.linkedin.com/in/craigknight774,52020
822,Amy,Chang,amy.chang698@slu.edu,amy.chang460@gmail.com,PhD,Finance,2017,Full-Time,Cleveland,OH,USA,873,Data Engineer,"Docker, React",Intern,113812,Referral,https://www.linkedin.com/in/amychang176,35350
823,Jimmy,Robles,jimmy.robles513@slu.edu,jimmy.robles156@yahoo.com,PhD,Data Science,2019,Full-Time,Orlando,FL,USA,484,Data Engineer,".NET, Kubernetes, Python",Full-Time,123143,Handshake,https://www.linkedin.com/in/jimmyrobles445,32546
824,Joseph,Castro,joseph.castro989@slu.edu,joseph.castro819@yahoo.com,MS,Biostatistics,2020,Full-Time,San Jose,CA,USA,507,Security Analyst,Hadoop,Contract,106272,LinkedIn,https://www.linkedin.com/in/josephcastro430,55875
825,Danielle,Davis,danielle.davis953@slu.edu,danielle.davis775@yahoo.com,BA,Information Systems,2021,Full-Time,Miami,FL,USA,254,ML Engineer,Azure,Part-Time,91699,Handshake,https://www.linkedin.com/in/danielledavis964,54659
826,Brandi,Moon,brandi.moon254@slu.edu,brandi.moon152@outlook.com,PhD,Information Systems,2015,Full-Time,Tacoma,WA,USA,511,Data Analyst,Docker,Contract,87125,Glassdoor,https://www.linkedin.com/in/brandimoon899,56500
827,Latasha,Perez,latasha.perez659@slu.edu,latasha.perez134@outlook.com,BS,Electrical Engineering,2023,OPT,Austin,TX,USA,581,QA Engineer,C++,Full-Time,105589,Referral,https://www.linkedin.com/in/latashaperez461,43465
828,Emily,Fowler,emily.fowler361@slu.edu,emily.fowler999@outlook.com,MBA,Business Analytics,2019,Full-Time,San Francisco,CA,USA,839,Software Engineer,"Java, Spark, R",Part-Time,112759,Indeed,https://www.linkedin.com/in/emilyfowler478,80492
829,Jay,Frost,jay.frost560@slu.edu,jay.frost384@outlook.com,MS,Biostatistics,2025,CPT,Tampa,FL,USA,332,ML Engineer,"Kubernetes, Spark",Intern,84305,LinkedIn,https://www.linkedin.com/in/jayfrost974,56562
830,Brianna,Cook,brianna.cook731@slu.edu,brianna.cook883@gmail.com,MS,Business Analytics,2015,Full-Time,Buffalo,NY,USA,296,Security Analyst,JavaScript,Part-Time,130683,Handshake,https://www.linkedin.com/in/briannacook331,61855
831,Jessica,Jackson,jessica.jackson700@slu.edu,jessica.jackson127@gmail.com,BS,Finance,2016,Full-Time,Cary,NC,USA,742,Business Analyst,"AWS, JavaScript, SQL",Intern,81997,Company Site,https://www.linkedin.com/in/jessicajackson833,27626
832,Jim,Evans,jim.evans546@slu.edu,jim.evans957@outlook.com,BA,Computer Science,2021,Full-Time,Jacksonville,FL,USA,61,Security Analyst,"GCP, React, AWS",Part-Time,59313,Campus Career Fair,https://www.linkedin.com/in/jimevans500,94616
833,Shannon,Webb,shannon.webb349@slu.edu,shannon.webb832@yahoo.com,MS,Data Science,2017,Full-Time,San Antonio,TX,USA,36,QA Engineer,"C++, GCP",Intern,100718,Company Site,https://www.linkedin.com/in/shannonwebb265,03916
834,Chris,Harmon,chris.harmon668@slu.edu,chris.harmon879@gmail.com,MS,Marketing,2020,Full-Time,Springfield,IL,USA,567,DevOps Engineer,".NET, Snowflake, Azure",Intern,133257,Glassdoor,https://www.linkedin.com/in/chrisharmon149,40447
835,Calvin,Suarez,calvin.suarez175@slu.edu,calvin.suarez647@yahoo.com,PhD,Biostatistics,2023,STEM-OPT,Denver,CO,USA,172,Security Analyst,"Azure, Hadoop",Contract,76270,Referral,https://www.linkedin.com/in/calvinsuarez461,64927
836,Matthew,Bishop,matthew.bishop785@slu.edu,matthew.bishop206@gmail.com,MBA,Software Engineering,2019,Full-Time,Ann Arbor,MI,USA,705,Software Engineer,"Node.js, AWS",Full-Time,90015,Handshake,https://www.linkedin.com/in/matthewbishop921,80145
837,Austin,French,austin.french871@slu.edu,austin.french858@yahoo.com,PhD,Marketing,2025,CPT,Columbia,MO,USA,166,QA Engineer,".NET, Azure, Kubernetes",Intern,103664,LinkedIn,https://www.linkedin.com/in/austinfrench554,32349
838,Barry,Gordon,barry.gordon211@slu.edu,barry.gordon352@outlook.com,PhD,Data Science,2019,Full-Time,Savannah,GA,USA,868,SDET,SQL,Full-Time,146099,LinkedIn,https://www.linkedin.com/in/barrygordon551,63760
839,Thomas,Miller,thomas.miller48@slu.edu,thomas.miller680@outlook.com,MBA,Cybersecurity,2022,OPT,Columbus,OH,USA,548,SDET,"Docker, .NET",Contract,104235,Handshake,https://www.linkedin.com/in/thomasmiller411,50805
840,Michelle,Carr,michelle.carr839@slu.edu,michelle.carr911@gmail.com,BS,Electrical Engineering,2024,CPT,Scottsdale,AZ,USA,582,Data Analyst,"GCP, Python, C++",Part-Time,63144,Glassdoor,https://www.linkedin.com/in/michellecarr879,04469
841,Tyler,Montgomery,tyler.montgomery100@slu.edu,tyler.montgomery404@gmail.com,PhD,Finance,2024,OPT,Tucson,AZ,USA,740,Security Analyst,"Java, Docker",Part-Time,71368,Referral,https://www.linkedin.com/in/tylermontgomery592,04828
842,Micheal,Romero,micheal.romero288@slu.edu,micheal.romero841@outlook.com,BS,Electrical Engineering,2016,Full-Time,Los Angeles,CA,USA,410,Business Analyst,"Kubernetes, JavaScript",Contract,90380,Indeed,https://www.linkedin.com/in/michealromero676,54611
843,Mary,Garcia,mary.garcia245@slu.edu,mary.garcia323@yahoo.com,MS,Marketing,2017,Full-Time,Savannah,GA,USA,982,Security Analyst,Python,Full-Time,117316,Handshake,https://www.linkedin.com/in/marygarcia642,80976
844,Maria,Armstrong,maria.armstrong49@slu.edu,maria.armstrong591@outlook.com,BA,Electrical Engineering,2016,Full-Time,Cincinnati,OH,USA,321,QA Engineer,"Docker, Node.js, .NET",Full-Time,92337,LinkedIn,https://www.linkedin.com/in/mariaarmstrong737,08598
845,Lori,Baker,lori.baker870@slu.edu,lori.baker133@yahoo.com,PhD,Biostatistics,2025,CPT,Philadelphia,PA,USA,461,DevOps Engineer,"JavaScript, Node.js",Contract,104078,Glassdoor,https://www.linkedin.com/in/loribaker460,45282
846,Whitney,Hughes,whitney.hughes987@slu.edu,whitney.hughes222@yahoo.com,PhD,Finance,2023,OPT,Ann Arbor,MI,USA,608,Data Engineer,"Spark, SQL, AWS",Part-Time,141516,LinkedIn,https://www.linkedin.com/in/whitneyhughes789,68881
847,David,Navarro,david.navarro247@slu.edu,david.navarro568@gmail.com,BS,Software Engineering,2021,Full-Time,San Jose,CA,USA,469,Salesforce Developer,"Python, .NET, Power BI",Full-Time,61097,Referral,https://www.linkedin.com/in/davidnavarro666,71186
848,Kimberly,Ward,kimberly.ward577@slu.edu,kimberly.ward373@yahoo.com,BA,Biostatistics,2016,Full-Time,Redmond,WA,USA,539,Software Engineer,"C++, Docker",Part-Time,124837,Indeed,https://www.linkedin.com/in/kimberlyward391,45763
849,Monique,Lee,monique.lee2@slu.edu,monique.lee574@outlook.com,MBA,Data Science,2022,OPT,Tampa,FL,USA,839,SDET,"Spark, Docker, Azure",Contract,78317,Handshake,https://www.linkedin.com/in/moniquelee958,27444
850,Mark,Clark,mark.clark311@slu.edu,mark.clark951@outlook.com,BS,Cybersecurity,2022,OPT,Philadelphia,PA,USA,545,DevOps Engineer,"AWS, Docker, JavaScript",Intern,112355,Glassdoor,https://www.linkedin.com/in/markclark660,31328
851,Jerome,Cowan,jerome.cowan670@slu.edu,jerome.cowan299@gmail.com,PhD,Electrical Engineering,2018,Full-Time,Cleveland,OH,USA,102,QA Engineer,"Spark, GCP, AWS",Part-Time,83137,Glassdoor,https://www.linkedin.com/in/jeromecowan120,73459
852,Katherine,Compton,katherine.compton148@slu.edu,katherine.compton956@outlook.com,MBA,Biostatistics,2018,Full-Time,San Jose,CA,USA,877,ML Engineer,"Azure, Kubernetes, R",Contract,85594,Indeed,https://www.linkedin.com/in/katherinecompton787,51405
853,Stephanie,Lozano,stephanie.lozano277@slu.edu,stephanie.lozano145@gmail.com,MS,Electrical Engineering,2019,Full-Time,Alpharetta,GA,USA,755,QA Engineer,AWS,Contract,105089,Handshake,https://www.linkedin.com/in/stephanielozano889,26458
854,Jordan,Martinez,jordan.martinez465@slu.edu,jordan.martinez301@outlook.com,MS,Information Systems,2025,CPT,Somerville,MA,USA,530,Security Analyst,Docker,Intern,78362,LinkedIn,https://www.linkedin.com/in/jordanmartinez470,15098
855,Jaime,Henry,jaime.henry84@slu.edu,jaime.henry115@yahoo.com,BA,Data Science,2018,Full-Time,New York,NY,USA,911,Product Manager,"Kubernetes, SQL",Intern,107215,Glassdoor,https://www.linkedin.com/in/jaimehenry711,61877
856,Kimberly,Daniels,kimberly.daniels182@slu.edu,kimberly.daniels148@yahoo.com,MS,Marketing,2020,Full-Time,Houston,TX,USA,754,Salesforce Developer,"Tableau, Node.js",Part-Time,59398,Referral,https://www.linkedin.com/in/kimberlydaniels285,40276
857,Daniel,Spencer,daniel.spencer799@slu.edu,daniel.spencer415@gmail.com,PhD,Business Analytics,2020,Full-Time,Savannah,GA,USA,299,Data Analyst,"JavaScript, Docker",Full-Time,94885,Indeed,https://www.linkedin.com/in/danielspencer804,86188
858,Justin,Villarreal,justin.villarreal283@slu.edu,justin.villarreal19@yahoo.com,MBA,Data Science,2022,STEM-OPT,Cincinnati,OH,USA,919,Business Analyst,Docker,Intern,116189,LinkedIn,https://www.linkedin.com/in/justinvillarreal541,74871
859,Jessica,Branch,jessica.branch396@slu.edu,jessica.branch447@yahoo.com,MBA,Information Systems,2017,Full-Time,Tacoma,WA,USA,985,SDET,"React, Spark, GCP",Contract,110951,LinkedIn,https://www.linkedin.com/in/jessicabranch754,91545
860,Bruce,Cox,bruce.cox442@slu.edu,bruce.cox466@outlook.com,MBA,Electrical Engineering,2018,Full-Time,White Plains,NY,USA,565,Salesforce Developer,"Java, SQL, JavaScript",Full-Time,80924,Handshake,https://www.linkedin.com/in/brucecox855,62372
861,Jennifer,Evans,jennifer.evans605@slu.edu,jennifer.evans337@gmail.com,MBA,Biostatistics,2023,OPT,Grand Rapids,MI,USA,465,Product Manager,Snowflake,Contract,124699,Company Site,https://www.linkedin.com/in/jenniferevans970,99537
862,Michael,Ibarra,michael.ibarra821@slu.edu,michael.ibarra622@gmail.com,MBA,Marketing,2025,CPT,Seattle,WA,USA,87,Business Analyst,"C++, Python, GCP",Intern,126457,Campus Career Fair,https://www.linkedin.com/in/michaelibarra272,97544
863,Cheryl,Lyons,cheryl.lyons854@slu.edu,cheryl.lyons994@yahoo.com,BA,Marketing,2024,OPT,Atlanta,GA,USA,654,Security Analyst,"React, Python",Full-Time,104473,Glassdoor,https://www.linkedin.com/in/cheryllyons475,10506
864,Timothy,Allen,timothy.allen515@slu.edu,timothy.allen341@gmail.com,MS,Finance,2018,Full-Time,Denver,CO,USA,33,ML Engineer,"Spark, Snowflake",Full-Time,76170,Company Site,https://www.linkedin.com/in/timothyallen631,56999
865,Brian,Young,brian.young852@slu.edu,brian.young550@outlook.com,BA,Marketing,2021,Full-Time,Naperville,IL,USA,606,Data Analyst,"R, Spark",Contract,89849,LinkedIn,https://www.linkedin.com/in/brianyoung557,88607
866,Tonya,Watkins,tonya.watkins13@slu.edu,tonya.watkins944@gmail.com,MS,Cybersecurity,2025,CPT,Jacksonville,FL,USA,741,Business Analyst,"Python, Spark",Intern,125464,Glassdoor,https://www.linkedin.com/in/tonyawatkins410,65074
867,Amanda,Ferguson,amanda.ferguson840@slu.edu,amanda.ferguson659@outlook.com,BS,Data Science,2019,Full-Time,Rochester,NY,USA,460,Security Analyst,"Java, Azure",Full-Time,61783,Glassdoor,https://www.linkedin.com/in/amandaferguson939,19975
868,Matthew,Abbott,matthew.abbott311@slu.edu,matthew.abbott249@yahoo.com,MBA,Business Analytics,2022,STEM-OPT,Ann Arbor,MI,USA,113,Product Manager,"GCP, Spark",Contract,116233,Indeed,https://www.linkedin.com/in/matthewabbott319,92040
869,Kelly,Mann,kelly.mann728@slu.edu,kelly.mann24@yahoo.com,BS,Software Engineering,2015,Full-Time,Miami,FL,USA,562,SDET,"Tableau, Python",Part-Time,92346,Company Site,https://www.linkedin.com/in/kellymann636,94619
870,Richard,Cook,richard.cook49@slu.edu,richard.cook862@outlook.com,MBA,Marketing,2016,Full-Time,Tampa,FL,USA,706,Security Analyst,"Docker, React",Contract,94733,Company Site,https://www.linkedin.com/in/richardcook599,33858
871,James,Rogers,james.rogers126@slu.edu,james.rogers712@yahoo.com,MBA,Marketing,2019,Full-Time,Detroit,MI,USA,716,Salesforce Developer,"Power BI, AWS, R",Full-Time,70009,Indeed,https://www.linkedin.com/in/jamesrogers986,09007
872,David,Brown,david.brown328@slu.edu,david.brown489@outlook.com,BS,Computer Science,2016,Full-Time,Redmond,WA,USA,867,Product Manager,"JavaScript, GCP",Contract,106214,Campus Career Fair,https://www.linkedin.com/in/davidbrown296,02137
873,Cheryl,Thomas,cheryl.thomas80@slu.edu,cheryl.thomas328@gmail.com,BS,Software Engineering,2019,Full-Time,Tucson,AZ,USA,436,Data Analyst,Tableau,Part-Time,139173,Handshake,https://www.linkedin.com/in/cherylthomas117,35342
